"","ds","dep_var","trend","season","holiday","competitor_sales_B","events","tv_S","ooh_S","print_S","facebook_S","search_S","newsletter","intercept","depVarHat","solID"
"3191",2018-01-29,1862458.33333333,-1850673.25433775,63268.4956292699,0,1190914.93228694,0,156796.327995588,37946.0914367001,5918.11633272925,0,0,7408.16598559241,2255817.94735114,1867396.8226802,"5_190_8"
"3192",2018-02-05,1975951.66666667,-1849845.4647783,51370.7804274946,0,1346268.72240633,0,55489.8274200708,22862.0692069915,38402.7924007732,0,0,144443.490123392,2255817.94735114,2064810.16455789,"5_190_8"
"3193",2018-02-12,1827318.33333333,-1849017.67521885,30893.5265925249,0,1196719.38934679,0,72546.8742899914,59719.416982556,187.407607563917,0,0,37036.9480412344,2255817.94735114,1803903.83499295,"5_190_8"
"3194",2018-02-19,1656268.33333333,-1848189.88565939,1527.39640855288,0,1121911.72993755,0,21785.41081623,37639.4661790224,61695.3563536542,0,0,22489.5216509488,2255817.94735114,1674676.9430377,"5_190_8"
"3195",2018-02-26,1703790,-1847362.09609994,-31967.195615595,0,1064518.27433574,0,81151.5492485778,62732.5530139989,130552.562510592,0,0,19746.205347197,2255817.94735114,1735189.80009171,"5_190_8"
"3196",2018-03-05,1488115,-1846534.30654048,-66870.2713965317,0,1032720.21586477,0,24752.2543871747,39792.5043888721,1179.91741260045,0,0,16823.1675715075,2255817.94735114,1457681.42903905,"5_190_8"
"3197",2018-03-12,1727330,-1845706.51660383,-99695.796946747,0,1004125.06866438,0,235464.853415908,75247.0252643849,203712.759574225,0,0,4225.86171209636,2255817.94735114,1833191.20243156,"5_190_8"
"3198",2018-03-19,1208246.66666667,-1844878.72666717,-123540.52830682,0,840172.314186284,0,99997.8413779356,49038.8096146095,5690.02725657604,0,0,6239.24713648223,2255817.94735114,1288536.93194903,"5_190_8"
"3199",2018-03-26,1388960,-1844050.93673051,-135771.606464573,21321.1183142453,872469.741224101,0,138842.014929912,74080.3368210775,14905.7626387571,0,0,24855.9388804761,2255817.94735114,1422470.31696462,"5_190_8"
"3200",2018-04-02,2408331.66666667,-1843223.14679385,-146763.383578609,1109038.29702777,746033.533448937,0,47335.189566875,48155.435562112,65.10385218466,0,0,6737.32217431103,2255817.94735114,2223196.29861086,"5_190_8"
"3201",2018-04-09,1131721.66666667,-1842395.3568572,-172492.651130745,0,785026.745684683,0,13598.1360778836,40323.8342397333,0.266670650820186,0,0,80526.7054240446,2255817.94735114,1160405.62746019,"5_190_8"
"3202",2018-04-16,950015,-1841567.56692054,-213903.092683076,0,659339.694838276,0,3692.15100190156,24412.1501058222,0.00109200789384878,0,0,34423.6055087872,2255817.94735114,922214.890294316,"5_190_8"
"3203",2018-04-23,801298.333333333,-1840739.74465731,-248722.742704278,0,542125.46522781,0,986.601900634561,90475.0463525529,4.47173286543305e-06,0,0,1474.53793312788,2255817.94735114,801417.11140814,"5_190_8"
"3204",2018-04-30,779838.333333334,-1839911.92239409,-252044.521153218,382526.748702396,530620.629592235,0,262.499657669143,60997.1727188924,1.83115844137491e-08,0,0,1326.60410475304,2255817.94735114,1139595.15857979,"5_190_8"
"3205",2018-05-07,889546.666666667,-1839084.10013086,-226316.183525693,-78119.6334428595,611444.858011979,0,69.761354035423,69581.8204806924,7.49852761392829e-11,0,0,34.8045157295768,2255817.94735114,793429.274614156,"5_190_8"
"3206",2018-05-14,862850,-1838256.27786764,-204203.862384058,0,572857.343707365,0,18.533946384522,44791.0632808845,69352.1686341442,0,0,11123.2349788268,2255817.94735114,911500.151647043,"5_190_8"
"3207",2018-05-21,2601601.66666667,-1837428.45560441,-215940.852689644,357317.583071852,641303.934323632,1310049.01702089,4733.55693787213,49454.4908982405,400.291249202161,0,0,17297.2173804172,2255817.94735114,2583004.72993919,"5_190_8"
"3208",2018-05-28,905008.333333334,-1836600.63334119,-255961.5212908,0,615552.003152661,0,1266.99309492916,30506.5399599097,28125.5716591815,0,0,41379.1539713339,2255817.94735114,880086.054557162,"5_190_8"
"3209",2018-06-04,910551.666666667,-1835772.81107796,-287996.029094483,0,631864.432127105,0,337.252404709274,18107.0976637848,130.555748976541,0,0,42138.4429760045,2255817.94735114,824626.888099268,"5_190_8"
"3210",2018-06-11,923853.333333333,-1834944.98873382,-284165.22970109,0,600670.028864082,0,50574.7596717488,10488.0494994185,46490.3216579544,0,0,5248.94184863061,2255817.94735114,850179.830458062,"5_190_8"
"3211",2018-06-18,982420,-1834117.16638967,-253080.46886257,0,679286.128164554,0,14610.1805218059,34871.0811347732,236.420849207528,0,0,23135.4649467522,2255817.94735114,920759.587715988,"5_190_8"
"3212",2018-06-25,1056811.66666667,-1833289.34404552,-224804.043658404,0,701309.968034038,0,3973.47706659035,20879.4242091736,127649.261378772,0,0,15493.2977474961,2255817.94735114,1067029.98808328,"5_190_8"
"3213",2018-07-02,932326.666666667,-1832461.52170138,-212533.847889117,0,591143.308897855,0,88643.3330582442,92221.5594136331,1123.51857266395,0,0,10539.1337475532,2255817.94735114,994493.431450592,"5_190_8"
"3214",2018-07-09,1126221.66666667,-1831633.69935723,-198593.614176004,0,740198.685471719,0,27412.3588902347,62421.6391792489,142431.253997855,0,0,10288.3504170888,2255817.94735114,1208342.92177405,"5_190_8"
"3215",2018-07-16,1140006.66666667,-1830805.87701308,-161213.422214391,0,747285.181299067,0,62459.2529920535,69953.2352619978,1446.09859286379,0,0,3784.94063974674,2255817.94735114,1148727.35690939,"5_190_8"
"3216",2018-07-23,1479303.33333333,-1829978.05466893,-107048.767140536,0,958796.599099724,0,77857.9267809337,45066.3569394359,43626.9572303999,0,0,20493.0213293783,2255817.94735114,1464631.98692154,"5_190_8"
"3217",2018-07-30,1647193.33333333,-1829150.22280968,-66855.5522785281,0,1143732.40860602,0,23605.6840502994,27549.0820864937,218.603163504309,0,0,4723.89275464521,2255817.94735114,1559641.84292389,"5_190_8"
"3218",2018-08-06,2009478.33333333,-1828322.39095043,-58153.4901972972,0,1258374.85887367,0,85484.4661408402,74454.4164053027,77232.612998647,0,0,156287.64137533,2255817.94735114,2021176.0619972,"5_190_8"
"3219",2018-08-13,1523443.33333333,-1827494.55909117,-61244.9464784003,0,1048133.82305028,0,26281.7961071248,48438.1842227102,467.53104960151,0,0,38626.7609604364,2255817.94735114,1529026.53717172,"5_190_8"
"3220",2018-08-20,1420118.33333333,-1826666.72723192,-39878.597024327,0,876052.538961744,0,254488.942994254,80921.0966201395,1.91827985060646,0,0,22746.4575518292,2255817.94735114,1623483.57750271,"5_190_8"
"3221",2016-11-21,2964696.66666667,-1797907.10368743,310045.349397618,0,1911172.66442261,0,127482.03561868,96149.0841472242,89480.9186698232,0,0,15519.3400990669,2222253.89443813,2974196.18310572,"5_148_6"
"3222",2016-11-28,2848525,-1799117.87435388,252968.232485651,0,1975668.99025758,0,37495.3924567307,65416.531399113,49291.9091419263,0,0,33499.0275753035,2222253.89443813,2837476.10340055,"5_148_6"
"3223",2016-12-05,2740160,-1800307.88676495,198072.426245092,0,1742911.83654152,0,73262.2308668957,111891.347671825,685.86653550498,0,0,130433.061465496,2222253.89443813,2679202.77699951,"5_148_6"
"3224",2016-12-12,2380508.33333333,-1801497.89917602,183652.351881215,0,1673072.79514841,0,19289.656001302,78853.9831695007,7.49559893493754,0,0,29966.3962560376,2222253.89443813,2405598.67331752,"5_148_6"
"3225",2016-12-19,2230915,-1802687.91158709,205661.323521108,-376552.088899186,1508592.42216724,0,4599.06239690397,124557.895533165,0.0816722274458438,0,0,1622.120089382,2222253.89443813,1888046.79933188,"5_148_6"
"3226",2016-12-26,3659425,-1803877.92399815,224454.850150115,1177877.75990502,1636204.20558977,0,319466.575043249,90385.7043299377,0.000889873528855918,0,0,35.8727631419586,2222253.89443813,3866800.93911108,"5_148_6"
"3227",2017-01-02,2827008.33333333,-1805067.93640922,206873.002606466,0,1587094.69736884,0,274032.860501219,135735.621887482,210807.918740593,0,0,81214.5912442015,2222253.89443813,2912944.65037771,"5_148_6"
"3228",2017-01-09,2042143.33333333,-1806257.94882029,156794.955539727,0,1442568.33621427,0,117914.235755037,101145.802500475,31827.6213465392,0,0,29566.640146454,2222253.89443813,2295813.53712033,"5_148_6"
"3229",2017-01-16,2113358.33333333,-1807432.99487166,104531.381978242,0,1418333.71748459,0,61919.2229898838,69579.8852451054,7306.21224484984,0,0,61362.0107458107,2222253.89443813,2137853.33025494,"5_148_6"
"3230",2017-01-23,2179918.33333333,-1808608.04092303,72953.5933344329,0,1481200.68651873,0,15953.2855710749,44729.0690621241,140252.674392338,0,0,12119.1078688485,2222253.89443813,2180854.27026264,"5_148_6"
"3231",2017-01-30,2370613.33333333,-1809783.0869744,59333.1725453368,0,1502217.86529916,0,176415.847582999,27343.4414969885,3993.03480121526,0,0,30955.4299473142,2222253.89443813,2212729.59913674,"5_148_6"
"3232",2017-02-06,1814556.66666667,-1810958.13302577,46906.2476103763,0,1280262.13224558,0,58018.5575649026,16160.8119557907,44.2850620205419,0,0,1507.02917931218,2222253.89443813,1814194.82503034,"5_148_6"
"3233",2017-02-13,1951668.33333333,-1812133.17907714,25303.3014747799,0,1331424.74009862,0,14838.8052735673,86744.752463772,0.482609255564433,0,0,10544.4969384904,2222253.89443813,1878977.29421947,"5_148_6"
"3234",2017-02-20,1918238.33333333,-1813308.2251285,-4123.39768571741,0,1299091.17246963,0,3510.53519110864,57823.5538601842,135427.422558456,0,0,13883.4720500826,2222253.89443813,1914558.42775337,"5_148_6"
"3235",2017-02-27,1472390,-1814483.27117987,-36894.2503961992,0,1016402.00072126,0,814.489578778697,36286.1231193961,3652.94420562858,0,0,29400.7923876299,2222253.89443813,1457432.72287475,"5_148_6"
"3236",2017-03-06,1477865,-1815526.53122448,-70646.6657537026,0,992418.833781571,0,188.108253887382,21818.5587864546,168858.368672513,0,0,7192.10079563334,2222253.89443813,1526556.66775001,"5_148_6"
"3237",2017-03-13,1300166.66666667,-1816569.79126908,-101363.440946583,0,871893.84230569,0,37887.092805518,12760.89451255,7164.42207811401,0,0,25531.1517230599,2222253.89443813,1259558.06564739,"5_148_6"
"3238",2017-03-20,1160205,-1817613.05131369,-122298.309866188,0,765863.945892297,0,9337.0375464392,7337.87823257697,196353.317857364,0,0,23345.3964980092,2222253.89443813,1284580.10928494,"5_148_6"
"3239",2017-03-27,1356871.66666667,-1818656.31135829,-132809.053777455,0,947567.496529603,0,2188.02910254311,41417.7179979229,15755.6762682715,0,0,31682.0192956255,2222253.89443813,1309399.46849635,"5_148_6"
"3240",2017-04-03,1355833.33333333,-1819699.57140289,-144996.9722777,0,957419.411527173,0,506.510028738601,25154.7589103225,184.46009799633,0,0,651.624960805699,2222253.89443813,1241474.11628257,"5_148_6"
"3241",2017-04-10,1176266.66666667,-1820742.8314475,-173216.04210147,21333.1941177879,785501.103064333,0,116.918608046889,135372.795551402,2.01144841691835,0,0,33.2922901809279,2222253.89443813,1170654.33596932,"5_148_6"
"3242",2017-04-17,1955281.66666667,-1821786.0914921,-214184.988969964,1109666.43146232,647231.192634056,0,24775.5883829656,100787.451891415,0.0219162616217705,0,0,2289.17295425298,2222253.89443813,2071032.67321733,"5_148_6"
"3243",2017-04-24,1029928.33333333,-1822652.62144241,-243740.167462833,0,700454.943189936,0,5964.29826755698,124242.635476351,0.00023879226206135,0,0,9073.57859197661,2222253.89443813,995596.561297499,"5_148_6"
"3244",2017-05-01,2263143.33333333,-1823519.15139271,-240724.165680874,382743.403279284,598333.132509262,0,159419.700430133,90090.3893406478,2.60180043312303e-06,0,0,1328.03767629288,2222253.89443813,1389925.24060276,"5_148_6"
"3245",2017-05-08,813771.666666667,-1824385.68134302,-213671.29247802,0,551337.258610636,0,50362.2404618813,123290.588843475,2.83483452450521e-08,0,0,1668.61428668374,2222253.89443813,910855.622819795,"5_148_6"
"3246",2017-05-15,880871.666666667,-1825252.21129332,-196705.442901033,0,622384.665550101,0,12698.0755903343,89201.2145949004,3.08874065778727e-10,0,0,10657.191670797,2222253.89443813,935237.387649906,"5_148_6"
"3247",2017-05-22,919185,-1826118.74124362,-214522.72153018,-78163.8786523452,640266.951686068,0,2992.95713048383,76519.2172264396,3.36538826820311e-12,0,0,13911.3259101948,2222253.89443813,837139.004965164,"5_148_6"
"3248",2017-05-29,826321.666666667,-1826985.27119393,-254758.3175055,0,567472.716781257,0,693.793103692944,49908.8462162645,82809.6991217044,0,0,1495.21242760616,2222253.89443813,842890.573389224,"5_148_6"
"3249",2017-06-05,833798.333333333,-1827758.07435861,-280652.658503746,357519.95974234,552373.75643522,0,32758.1799056202,61239.4340718295,1419.71217496851,0,0,107.164797676175,2222253.89443813,1119261.36870343,"5_148_6"
"3250",2017-06-12,746271.666666667,-1828530.87752329,-270597.758937595,0,526414.534014561,0,7998.82097157909,38697.5314901664,15.5659735757282,0,0,244.14578086071,2222253.89443813,696495.856207989,"5_148_6"
"3251",2017-06-19,1036406.66666667,-1829303.68068796,-238888.643735135,0,666563.771417369,0,158862.802960926,23377.9676322918,0.16961324981078,0,0,337.053443327178,2222253.89443813,1003203.33508219,"5_148_6"
"3252",2017-06-26,927931.666666667,-1830076.48385264,-214305.032819407,0,627163.096199032,0,50121.5727596206,94404.650863567,38729.5578505033,0,0,20.8521093428424,2222253.89443813,988312.107548142,"5_148_6"
"3253",2017-07-03,1126943.33333333,-1830849.28701732,-204028.059471788,0,737662.823337271,0,31792.792582387,63984.4812190339,130236.45230305,0,0,1777.19961698333,2222253.89443813,1152830.29700774,"5_148_6"
"3254",2017-07-10,1184220,-1831622.090182,-187537.293749564,0,836175.835180052,0,7749.68289648989,40659.8678920025,3324.8691331802,0,0,957.105660821879,2222253.89443813,1091961.87126911,"5_148_6"
"3255",2017-07-17,1315508.33333333,-1832394.89334668,-147026.096020014,0,804474.283582147,0,40370.7097965469,83512.6031272675,207121.085047976,0,0,110.233105013855,2222253.89443813,1378421.81973038,"5_148_6"
"3256",2017-07-24,1279360,-1832912.61077928,-94704.3572918424,0,902590.85670215,0,9994.01926884634,55284.4290864387,25530.3834165514,0,0,4535.86624010018,2222253.89443813,1292572.48108109,"5_148_6"
"3257",2017-07-31,1455811.66666667,-1833430.32821189,-60987.0620580832,0,937535.459079772,0,48608.8105004503,105725.106448879,6209.42924633964,0,0,2748.29161512834,2222253.89443813,1428663.60105872,"5_148_6"
"3258",2017-08-07,1553355,-1833948.04564449,-56972.4210284401,0,1040727.63314597,0,12216.3232259472,100158.239470424,123595.142634405,0,0,1892.70604914882,2222253.89443813,1609923.47229109,"5_148_6"
"3259",2017-08-14,1374855,-1834465.7630771,-58097.5840868908,0,888723.967795137,0,151844.246382743,68749.7188300419,2953.06546532733,0,0,10803.5199883079,2222253.89443813,1452765.06573569,"5_148_6"
"3260",2017-08-21,1970110,-1834983.4805097,-30918.09141622,0,1328381.07280895,0,47140.8189899013,44119.3777430579,145321.484565164,0,0,13947.2729025476,2222253.89443813,1935262.34952182,"5_148_6"
"3261",2017-08-28,2336431.66666667,-1835501.19794231,28091.3054370732,0,1483743.14350646,0,334664.171319961,26938.3113470432,4393.45968615022,0,0,50131.1871150132,2222253.89443813,2314714.27490752,"5_148_6"
"3262",2017-09-04,2002065,-1835425.75648825,88161.5460927565,0,1413726.51957817,0,178120.626429833,15909.0679240836,48.8135731936811,0,0,21527.1462275846,2222253.89443813,2104321.8577755,"5_148_6"
"3263",2017-09-11,2027418.33333333,-1835350.31503419,119152.670620598,0,1246719.14077144,0,240969.366970602,92179.2345953466,38517.942949159,0,0,676.491486330738,2222253.89443813,2125118.42679742,"5_148_6"
"3264",2017-09-18,1886570,-1835274.87358013,123572.837430961,0,1331300.49582191,0,93881.3082329758,62173.3742177422,505.350598544027,0,0,5939.11272105929,2222253.89443813,2004351.49988119,"5_148_6"
"3265",2017-09-25,2529721.66666667,-1835199.43212607,128728.577208653,0,1568539.96818842,0,295828.07005846,95508.1212163965,5.51840479167426,0,0,21357.1073064223,2222253.89443813,2497021.8246952,"5_148_6"
"3266",2017-10-02,2357930,-1835123.99067201,151884.078670706,40199.3577056452,1650749.88733391,0,353057.983572402,84968.8130149972,0.0601281489292026,0,0,39697.6913887314,2222253.89443813,2707687.77558066,"5_148_6"
"3267",2017-10-09,3003391.66666667,-1835048.54921795,182988.506124936,0,1724554.16259382,0,300652.279684271,124594.096521914,190815.57167227,0,0,12235.3040208642,2222253.89443813,2923045.26583825,"5_148_6"
"3268",2017-10-16,2283685,-1834973.10776389,204400.953447467,0,1612226.33014398,0,141246.211927004,90419.6429740736,12981.2098239085,0,0,88026.802008759,2222253.89443813,2536581.93699942,"5_148_6"
"3269",2017-10-23,2584721.66666667,-1834565.28620432,218542.807244071,0,1641643.01467707,0,220140.155438607,78803.6638284852,150.009631588782,0,0,73649.6999782166,2222253.89443813,2620617.95903185,"5_148_6"
"3270",2017-10-30,2565400,-1834157.46464475,244846.807351887,-183333.67121381,1758448.72092248,0,102680.428472025,51647.3262382903,1.6355345000867,0,0,3248.77979731522,2222253.89443813,2365636.45689607,"5_148_6"
"3271",2017-11-06,3407085,-1833749.64308517,288717.387118077,0,1964944.19042673,0,126900.691820314,120374.004895849,203347.313043641,0,0,23245.6158422279,2222253.89443813,3116033.45449979,"5_148_6"
"3272",2017-11-13,2803291.66666667,-1833341.8215256,324091.749092006,0,1980167.60670923,0,37277.6099100503,86501.689008302,21100.3569965649,0,0,16435.2950882761,2222253.89443813,2854486.37971695,"5_148_6"
"3273",2017-11-20,3303155,-1832933.99996603,316766.702270674,0,2045057.40803039,0,228321.903870872,92851.5830721326,5156.9187352579,0,0,15184.2421100179,2222253.89443813,3092658.65256145,"5_148_6"
"3274",2017-11-27,3103743.33333333,-1832526.17840645,264471.570391287,0,2113368.05432623,0,85848.2378943286,62718.6971093364,125096.143421477,0,0,79328.0382231272,2222253.89443813,3120558.45739746,"5_148_6"
"3275",2017-12-04,2793875,-1832118.35684688,205578.604101219,0,1784294.49371399,0,153735.693945104,81602.6585303965,3032.86644542248,0,0,17234.5471618606,2222253.89443813,2635614.40148924,"5_148_6"
"3276",2017-12-11,2260396.66666667,-1831369.42566662,182792.526538045,0,1596797.81555802,0,47934.6814507427,53800.4312263629,33.4921702294575,0,0,65908.7895902244,2222253.89443813,2338152.20530513,"5_148_6"
"3277",2017-12-18,2399176.66666667,-1830620.49448636,200637.173819065,0,1538184.14931845,0,251473.268965138,80852.6206578209,0.364973258934689,0,0,103362.197825578,2222253.89443813,2566143.17551108,"5_148_6"
"3278",2017-12-25,3827520,-1829871.5633061,223224.205826645,571372.257187069,1446485.73497625,0,326120.196452414,53220.9578651198,173950.650699684,0,0,179191.572693596,2222253.89443813,3365947.9068328,"5_148_6"
"3279",2018-01-01,3109461.66666667,-1829122.63212584,213025.581671402,254791.496630393,1458638.60318008,0,167965.520776274,33089.2652357229,89525.3219909768,0,0,281291.991818846,2222253.89443813,2891459.04361598,"5_148_6"
"3280",2018-01-08,2228128.33333333,-1828373.70094558,166868.268845947,0,1556830.31551342,0,54134.932126378,25912.5729039892,1609.71237536348,0,0,288110.53911832,2222253.89443813,2487346.53437596,"5_148_6"
"3281",2018-01-15,2202593.33333333,-1827624.76976532,112686.262919468,0,1346238.80641323,0,182735.262246535,15273.4194754553,177611.852101599,0,0,25723.1931881148,2222253.89443813,2254897.92101721,"5_148_6"
"3282",2018-01-22,1918293.33333333,-1826808.02023592,76883.8463809296,0,1256634.97701529,0,61028.0289082424,62111.1859751836,200418.451552852,0,0,4547.76445580298,2222253.89443813,2057070.12849051,"5_148_6"
"3283",2018-01-29,1862458.33333333,-1825991.27070653,61184.5612639114,0,1210955.20347878,0,130972.133240917,39318.3297414913,18522.5023624677,0,0,5266.17083292209,2222253.89443813,1862481.52465209,"5_148_6"
"3284",2018-02-05,1975951.66666667,-1825174.52117713,49678.7323766696,0,1368923.22909079,0,38814.432163244,23781.8026112705,48544.6172067675,0,0,137122.207065569,2222253.89443813,2063944.3937753,"5_148_6"
"3285",2018-02-12,1827318.33333333,-1824357.77164774,29875.9572463131,0,1216857.33577172,0,49346.1507438035,61727.6105909118,672.643104561488,0,0,30201.0508590249,2222253.89443813,1786576.87110672,"5_148_6"
"3286",2018-02-19,1656268.33333333,-1823541.02211834,1477.08710636938,0,1140790.84104088,0,12418.5260776814,39044.9029306678,69653.7211936645,0,0,17555.3686184452,2222253.89443813,1679653.31928749,"5_148_6"
"3287",2018-02-26,1703790,-1822724.27258895,-30914.2618158437,0,1082431.58982788,0,54344.062805687,65053.1497838486,138705.239251312,0,0,15274.4773555769,2222253.89443813,1724423.87905764,"5_148_6"
"3288",2018-03-05,1488115,-1821907.52305955,-64667.7019313015,0,1050098.44551841,0,13803.77632857,41429.812047866,3879.92983519997,0,0,12837.9997523344,2222253.89443813,1457728.63292965,"5_148_6"
"3289",2018-03-12,1727330,-1821090.77315798,-96412.022055741,0,1021022.10987279,0,217169.178553463,78353.6172313723,197930.689638358,0,0,2857.01186883782,2222253.89443813,1822083.70638922,"5_148_6"
"3290",2018-03-19,1208246.66666667,-1820274.02325641,-119471.356914447,0,854310.419745037,0,79216.0495550773,51303.5093645617,16738.0358752199,0,0,4386.95486751732,2222253.89443813,1288463.48367468,"5_148_6"
"3291",2018-03-26,1388960,-1819457.27335485,-131299.568466241,21333.1941177879,887151.335808888,0,113054.848985246,77244.5656392085,20834.5765592209,0,0,19734.5495833702,2222253.89443813,1410850.12331076,"5_148_6"
"3292",2018-04-02,2408331.66666667,-1818640.52345328,-141929.299006598,1109666.43146232,758587.506804374,0,32247.4008648337,50459.026287235,249.924559230987,0,0,4740.80661782262,2222253.89443813,2217635.16857406,"5_148_6"
"3293",2018-04-09,1131721.66666667,-1817823.77355171,-166811.09730387,0,798236.882235879,0,7866.89659488315,42002.1103220668,2.72609290561431,0,0,71739.4737290274,2222253.89443813,1157467.11255731,"5_148_6"
"3294",2018-04-16,950015,-1817007.02365014,-206857.563920851,0,670434.816692807,0,1838.86714454264,25538.9530375467,0.0297029507431348,0,0,27968.2423066704,2222253.89443813,924170.21575165,"5_148_6"
"3295",2018-04-23,801298.333333333,-1816190.24185314,-240530.32614984,0,551248.149853407,0,425.429563479931,94467.283316211,0.000323633435452698,0,0,899.652157730133,2222253.89443813,812573.841649609,"5_148_6"
"3296",2018-04-30,779838.333333334,-1815373.46005613,-243742.692035781,382743.403279284,539549.715145468,0,98.1891685549328,64035.7085492813,3.52620141699574e-06,0,0,819.712778431533,2222253.89443813,1150384.47127076,"5_148_6"
"3297",2018-05-07,889546.666666667,-1814556.67825913,-218861.793033314,-78163.8786523452,621734.023460501,0,22.6495067931518,72716.3485156846,3.84203084527148e-08,0,0,15.7438436898125,2222253.89443813,805160.309820044,"5_148_6"
"3298",2018-05-14,862850,-1813739.89646213,-197477.806356827,0,582497.172893222,0,5.22394217551448,47051.6418072095,76286.067227409,0,0,8271.07815820801,2222253.89443813,925147.375647397,"5_148_6"
"3299",2018-05-21,2601601.66666667,-1812923.11466512,-208828.204296017,357519.95974234,652095.557143878,1307305.39966943,1471.42350601552,51379.0954466391,1251.33501270678,0,0,13285.3399105058,2222253.89443813,2584810.6859085,"5_148_6"
"3300",2018-05-28,905008.333333334,-1812106.33286812,-247530.674229841,0,625910.28210393,0,340.207619465571,31826.4393615228,33856.3950138476,0,0,34412.3577016428,2222253.89443813,888962.569140575,"5_148_6"
"3301",2018-06-04,910551.666666667,-1811289.55107111,-278510.031108479,0,642497.210533862,0,78.5086016743701,18972.714008937,433.482383120825,0,0,35014.9769302349,2222253.89443813,829451.204716361,"5_148_6"
"3302",2018-06-11,923853.333333333,-1810472.76919427,-274805.410383051,0,610777.879516463,0,28428.517949479,11037.1462128528,53476.5531987652,0,0,3592.36912081563,2222253.89443813,844288.180859182,"5_148_6"
"3303",2018-06-18,982420,-1809655.98731742,-244744.517754231,0,690716.901141034,0,6888.14955471759,35430.1226521665,762.01650554453,0,0,18228.1794603586,2222253.89443813,919878.758680295,"5_148_6"
"3304",2018-06-25,1056811.66666667,-1808839.20544057,-217399.459949058,0,713111.349953024,0,1607.38767252053,21268.5063708954,133153.71875664,0,0,11738.9054877406,2222253.89443813,1076895.09728932,"5_148_6"
"3305",2018-07-02,932326.666666667,-1808022.42356373,-205533.419239553,0,601090.847468729,0,59401.6784496853,96283.8711620663,3504.7863017882,0,0,7721.77631351252,2222253.89443813,976701.011330629,"5_148_6"
"3306",2018-07-09,1126221.66666667,-1807205.64168688,-192052.348207754,0,752654.472187073,0,15232.111280377,65527.638454499,146963.896327254,0,0,7533.6227350268,2222253.89443813,1210907.64552772,"5_148_6"
"3307",2018-07-16,1140006.66666667,-1806388.85981003,-155903.383033466,0,759860.21691653,0,38998.833673546,73128.438488004,4534.05847987072,0,0,2543.31751245425,2222253.89443813,1139026.51666503,"5_148_6"
"3308",2018-07-23,1479303.33333333,-1805572.07793319,-103522.800505884,0,974930.869770824,0,52098.354674973,47359.0615840348,52001.4507212382,0,0,15995.4447881689,2222253.89443813,1455544.1975383,"5_148_6"
"3309",2018-07-30,1647193.33333333,-1804755.28666813,-64653.4676308289,0,1162978.70993112,0,13178.1615694946,29102.2629295202,734.758226715097,0,0,3226.83032747204,2222253.89443813,1562065.86312349,"5_148_6"
"3310",2018-08-06,2009478.33333333,-1803938.49540308,-56238.033610534,0,1279550.32048652,0,57964.2293137495,77456.4030000782,85407.7578719253,0,0,149693.659979644,2222253.89443813,2012149.73607643,"5_148_6"
"3311",2018-08-13,1523443.33333333,-1803121.70413803,-59227.6636680306,0,1065771.42712242,0,14823.3981173906,50620.0236472221,1491.08267496062,0,0,31615.8252175421,2222253.89443813,1524226.2834116,"5_148_6"
"3312",2018-08-20,1420118.33333333,-1802304.91287297,-38565.0779030848,0,890794.423527235,0,240033.430848837,84472.6499309882,16.3536616568831,0,0,17769.6011912843,2222253.89443813,1614470.36282207,"5_148_6"
"3313",2016-11-21,2964696.66666667,-970497.18461122,319997.733012364,0,1878032.05404204,0,83597.2544971355,86035.1569758052,72639.8738374899,0,0.000383987075698629,64152.63126048,1395195.68437945,2929153.20377754,"5_194_2"
"3314",2016-11-28,2848525,-971150.749815221,261088.453920783,0,1941409.98401187,0,8008.26520701933,47037.2338973364,32461.5504359126,0,35560.9425691989,83404.2337714702,1395195.68437945,2833015.59837782,"5_194_2"
"3315",2016-12-05,2740160,-971793.109863872,204430.505065899,0,1712688.9460734,0,37781.5598912587,102930.171695736,128.107556368505,0,30841.0810863324,133755.480026155,1395195.68437945,2645958.42591073,"5_194_2"
"3316",2016-12-12,2380508.33333333,-972435.469912524,189547.549668323,0,1644060.94568316,0,3086.70164716701,59094.4582943095,0.431530187287384,0,22817.2669531186,92402.8467279632,1395195.68437945,2433770.41497116,"5_194_2"
"3317",2016-12-19,2230915,-973077.829961176,212263.00417968,-389731.728861062,1482432.73779292,0,226.894463455441,115746.982814821,0.0014527689424266,0,19345.0627151935,34857.5569395238,1395195.68437945,1897258.36591558,"5_194_2"
"3318",2016-12-26,3659425,-973720.190009827,231659.798643052,1219104.47262897,1607831.67437377,0,288511.502722302,69079.2999784957,4.89081309597011e-06,0,24924.5073953472,7879.94753892068,1395195.68437945,3870466.69765537,"5_194_2"
"3319",2017-01-02,2827008.33333333,-974362.550058479,213513.577881902,0,1559573.74754485,0,252621.39190067,127299.852176535,206861.988834525,0,22694.1964656579,105361.72539036,1395195.68437945,2908759.61451547,"5_194_2"
"3320",2017-01-09,2042143.33333333,-975004.91010713,161828.037149951,0,1417553.53976611,0,66589.3775433379,78780.8153141445,10947.3467842601,0,20570.8914534095,84076.6853182119,1395195.68437945,2260537.46760175,"5_194_2"
"3321",2017-01-16,2113358.33333333,-975639.191423614,107886.815031014,0,1393739.16043813,0,22299.4553374055,42206.2158393435,3008.62698040042,0,18029.5887261354,105976.140526907,1395195.68437945,2112702.49583517,"5_194_2"
